title,author,book_url,date_pub,date_finished,date_started,num_pages,my_rating,review,shelves,progress_json,genres,language
"Dragons of Winter Night (Dragonlance: Chronicles, #2)","Weis, Margaret",https://www.goodreads.com/book/show/23454.Dragons_of_Winter_Night,Jul 1985,NA,NA,358,3,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]",Fantasy; Dragonlance; Fiction; Dragons; High Fantasy; Epic Fantasy; Science Fiction Fantasy; ...more,English
"Tanis, the Shadow Years (Dragonlance: Preludes #6; Preludes II, #3)","Siegel, Barbara",https://www.goodreads.com/book/show/235475.Tanis_the_Shadow_Years,1990,NA,NA,320,2,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]",Fantasy; Dragonlance; Fiction; Science Fiction Fantasy; Dungeons and Dragons; High Fantasy; Dragons; ...more,English
"Brothers Majere (Dragonlance: Preludes, #3)","Stein, Kevin",https://www.goodreads.com/book/show/92871.Brothers_Majere,"Dec 01, 1989",NA,NA,352,3,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]",Fantasy; Dragonlance; Fiction; High Fantasy; Dungeons and Dragons; Science Fiction Fantasy; Dragons; ...more,English
Love and War,"Weis, Margaret",https://www.goodreads.com/book/show/92894.Love_and_War,"Oct 01, 1987",NA,NA,368,4,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]",Fantasy; Dragonlance; Fiction; Short Stories; Anthologies; Science Fiction Fantasy; High Fantasy; ...more,English
"The Handmaid's Tale (The Handmaid's Tale, #1)","Atwood, Margaret",https://www.goodreads.com/book/show/33357628-the-handmaid-s-tale,"Apr 17, 1985",NA,NA,311,4,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""December 2, 2017"",""page"":null,""percent"":null,""event"":""shelved""}]",Fiction; Classics; Dystopia; Science Fiction; Feminism; Book Club; Fantasy; ...more,English
El pintor de batallas,"Pérez-Reverte, Arturo",https://www.goodreads.com/book/show/54076.El_pintor_de_batallas,2006,NA,NA,304,5,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""July 9, 2013"",""page"":null,""percent"":null,""event"":""shelved""}]",Fiction; Spain; War; Art; Spanish Literature; Historical Fiction; Philosophy; ...more,Spanish; Castilian
"Voyager (Outlander, #3)","Gabaldon, Diana",https://www.goodreads.com/book/show/10987.Voyager,"Dec 01, 1993",NA,NA,870,3,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 6, 2015"",""page"":null,""percent"":null,""event"":""shelved""},{""date"":""February 8, 2015"",""page"":0,""percent"":0,""event"":null}]",Historical Fiction; Romance; Fantasy; Fiction; Time Travel; Historical; Outlander; ...more,English
The Lovely Bones,"Sebold, Alice",https://www.goodreads.com/book/show/12232938-the-lovely-bones,"Jul 03, 2002",NA,NA,372,4,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]",Fiction; Mystery; Young Adult; Contemporary; Fantasy; Thriller; Crime; ...more,English
"A Storm of Swords (A Song of Ice and Fire, #3)","Martin, George R.R.",https://www.goodreads.com/book/show/62291.A_Storm_of_Swords,"Aug 08, 2000",NA,NA,1,NA,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]",Fantasy; Fiction; Epic Fantasy; High Fantasy; Science Fiction Fantasy; Audiobook; Adult; ...more,English
"Definitely Dead (Sookie Stackhouse, #6)","Harris, Charlaine",https://www.goodreads.com/book/show/140079.Definitely_Dead,"Apr 17, 2006",NA,NA,324,2,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""October 8, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]",Fantasy; Vampires; Paranormal; Urban Fantasy; Romance; Fiction; Mystery; ...more,English
"The Fiery Cross (Outlander, #5)","Gabaldon, Diana",https://www.goodreads.com/book/show/10967.The_Fiery_Cross,"Nov 06, 2001",NA,NA,1,3,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""March 17, 2015"",""page"":null,""percent"":null,""event"":""shelved""}]",Historical Fiction; Romance; Fantasy; Fiction; Time Travel; Historical; Outlander; ...more,English
The Flanders Panel,"Pérez-Reverte, Arturo",https://www.goodreads.com/book/show/11031.The_Flanders_Panel,1990,NA,NA,295,4,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""July 9, 2013"",""page"":null,""percent"":null,""event"":""shelved""}]",Mystery; Fiction; Historical Fiction; Thriller; Crime; Art; Spain; ...more,English
El corazón helado,"Grandes, Almudena",https://www.goodreads.com/book/show/1310812.El_coraz_n_helado,2007,NA,NA,933,5,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""July 15, 2013"",""page"":null,""percent"":null,""event"":""shelved""}]",Fiction; Spain; Historical Fiction; Spanish Literature; Historical; Novels; Spanish Civil War; ...more,Spanish; Castilian
"Artemis Fowl (Artemis Fowl, #1)","Colfer, Eoin",https://www.goodreads.com/book/show/249747.Artemis_Fowl,"Apr 26, 2001",NA,NA,396,2,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]",Fantasy; Young Adult; Fiction; Middle Grade; Childrens; Science Fiction; Adventure; ...more,English
"A Game of Thrones (A Song of Ice and Fire, #1)","Martin, George R.R.",https://www.goodreads.com/book/show/13496.A_Game_of_Thrones,"Aug 06, 1996",NA,NA,835,4,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]",Fantasy; Fiction; Epic Fantasy; High Fantasy; Adult; Audiobook; Science Fiction Fantasy; ...more,English
"The Hobbit, or There and Back Again","Tolkien, J.R.R.",https://www.goodreads.com/book/show/5907.The_Hobbit_or_There_and_Back_Again,"Sep 21, 1937",NA,NA,366,5,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]",Fantasy; Classics; Fiction; Adventure; Young Adult; High Fantasy; Audiobook; ...more,English
Memoirs of a Geisha,"Golden, Arthur",https://www.goodreads.com/book/show/930.Memoirs_of_a_Geisha,"Sep 27, 1997",NA,NA,434,4,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]",Fiction; Historical Fiction; Romance; Classics; Historical; Japan; Book Club; ...more,English
"The Physician (Cole Family Trilogy, #1)","Gordon, Noah",https://www.goodreads.com/book/show/4692.The_Physician,"Aug 07, 1986",NA,NA,714,4,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]",Historical Fiction; Fiction; Historical; Medieval; Adventure; Classics; Medicine; ...more,English
"Shaman (Cole Family Trilogy, #2)","Gordon, Noah",https://www.goodreads.com/book/show/859887.Shaman,1992,NA,NA,652,4,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]",Historical Fiction; Fiction; Historical; Novels; Drama; Audiobook; Adventure; ...more,English
Gomorrah,"Saviano, Roberto",https://www.goodreads.com/book/show/1105956.Gomorrah,Apr 2006,NA,NA,320,5,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2017"",""page"":null,""percent"":null,""event"":""shelved""}]",Nonfiction; Crime; Italy; True Crime; History; Italian Literature; Politics; ...more,English
Atlas de geografía humana,"Grandes, Almudena",https://www.goodreads.com/book/show/102719.Atlas_de_geograf_a_humana,1998,NA,NA,478,4,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""July 15, 2013"",""page"":null,""percent"":null,""event"":""shelved""}]",Fiction; Spain; Contemporary; Spanish Literature; Drama; Womens; Unfinished,Spanish; Castilian
"Im Land der weißen Wolke (Neuseeland-Saga, #1)","Lark, Sarah",https://www.goodreads.com/book/show/1696295.Im_Land_der_wei_en_Wolke,"Aug 01, 2007",NA,NA,814,1,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""August 17, 2013"",""page"":null,""percent"":null,""event"":""shelved""}]",Historical Fiction; Romance; Fiction; Historical; Historical Romance; Drama; Audiobook; ...more,German
"The Girl With the Dragon Tattoo (Millennium, #1)","Larsson, Stieg",https://www.goodreads.com/book/show/2429135.The_Girl_With_the_Dragon_Tattoo,Aug 2005,NA,NA,480,5,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]",Fiction; Mystery; Thriller; Crime; Mystery Thriller; Book Club; Suspense; ...more,English
"A Breath of Snow and Ashes (Outlander, #6)","Gabaldon, Diana",https://www.goodreads.com/book/show/10965.A_Breath_of_Snow_and_Ashes,"Sep 27, 2005",NA,NA,1,3,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""April 25, 2015"",""page"":null,""percent"":null,""event"":""shelved""}]",Historical Fiction; Romance; Fantasy; Fiction; Time Travel; Outlander; Historical; ...more,English
The Book of Illusions,"Auster, Paul",https://www.goodreads.com/book/show/50618.The_Book_of_Illusions,"Sep 04, 2002",NA,NA,288,3,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]",Fiction; Mystery; American; Contemporary; Novels; Literary Fiction; The United States Of America; ...more,English
The Picture of Dorian Gray,"Wilde, Oscar",https://www.goodreads.com/book/show/5297.The_Picture_of_Dorian_Gray,Jul 1890,NA,NA,272,3,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]",Classics; Fiction; Horror; Gothic; Fantasy; Literature; Dark Academia; ...more,English
In Cold Blood,"Capote, Truman",https://www.goodreads.com/book/show/168642.In_Cold_Blood,"Jan 17, 1966",NA,NA,343,5,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""September 11, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]",Nonfiction; Classics; True Crime; Crime; Mystery; History; Book Club; ...more,English
The Brooklyn Follies,"Auster, Paul",https://www.goodreads.com/book/show/446.The_Brooklyn_Follies,"Dec 27, 2005",NA,NA,306,5,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]",Fiction; Contemporary; American; New York; Novels; The United States Of America; Literature; ...more,English
"The Sun Over Breda (Adventures of Captain Alatriste, #3)","Pérez-Reverte, Arturo",https://www.goodreads.com/book/show/66842.The_Sun_Over_Breda,1998,NA,NA,274,4,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""July 9, 2013"",""page"":null,""percent"":null,""event"":""shelved""}]",Historical Fiction; Fiction; Adventure; Historical; Spanish Literature; Spain; 17th Century; ...more,English
The Last Jew,"Gordon, Noah",https://www.goodreads.com/book/show/4696.The_Last_Jew,1999,NA,NA,348,3,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]",Historical Fiction; Fiction; Historical; Spain; Jewish; Novels; Religion; ...more,English
The Legend of Sleepy Hollow,"Hampton, Bo",https://www.goodreads.com/book/show/93263.The_Legend_of_Sleepy_Hollow,1993,NA,NA,64,3,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]",Classics; Horror; Fiction; Fantasy; Short Stories; Graphic Novels; Mystery; ...more,English
The Time Traveler's Wife,"Niffenegger, Audrey",https://www.goodreads.com/book/show/18619684-the-time-traveler-s-wife,Sep 2003,NA,NA,537,2,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""August 1, 2016"",""page"":null,""percent"":null,""event"":""shelved""},{""date"":""August 1, 2016"",""page"":null,""percent"":null,""event"":""shelved-as""}]",Fiction; Romance; Fantasy; Time Travel; Science Fiction; Book Club; Contemporary; ...more,English
The Phantom of the Opera,"Leroux, Gaston",https://www.goodreads.com/book/show/480204.The_Phantom_of_the_Opera,1910,NA,NA,360,5,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]",Classics; Fiction; Horror; Gothic; Romance; Mystery; Historical Fiction; ...more,English
The Queen of the South,"Pérez-Reverte, Arturo",https://www.goodreads.com/book/show/90413.The_Queen_of_the_South,2002,NA,NA,528,5,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""July 9, 2013"",""page"":null,""percent"":null,""event"":""shelved""}]",Fiction; Thriller; Historical Fiction; Crime; Spanish Literature; Spain; Mystery; ...more,English
"El caballero del jubón amarillo (Las aventuras del capitán Alatriste, #5)","Pérez-Reverte, Arturo",https://www.goodreads.com/book/show/90414.El_caballero_del_jub_n_amarillo,"Dec 30, 2003",NA,NA,372,4,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""July 9, 2013"",""page"":null,""percent"":null,""event"":""shelved""}]",Historical Fiction; Fiction; Adventure; Spanish Literature; Historical; Spain; Swashbuckling; ...more,Spanish; Castilian
The Nautical Chart,"Pérez-Reverte, Arturo",https://www.goodreads.com/book/show/11030.The_Nautical_Chart,"Jun 01, 2000",NA,NA,480,5,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""July 9, 2013"",""page"":null,""percent"":null,""event"":""shelved""}]",Fiction; Mystery; Adventure; Historical Fiction; Thriller; Spain; Spanish Literature; ...more,English
"El oro del rey (Las aventuras del capitán Alatriste, #4)","Pérez-Reverte, Arturo",https://www.goodreads.com/book/show/58530.El_oro_del_rey,Dec 2000,NA,NA,278,4,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""July 9, 2013"",""page"":null,""percent"":null,""event"":""shelved""}]",Historical Fiction; Fiction; Adventure; Spanish Literature; Historical; Spain; Novels; ...more,Spanish; Castilian
Travels in the Scriptorium,"Auster, Paul",https://www.goodreads.com/book/show/454.Travels_in_the_Scriptorium,"Dec 01, 2006",NA,NA,145,4,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]",Fiction; Novels; American; Mystery; Literature; Contemporary; Literary Fiction; ...more,English
The Metamorphosis,"Kafka, Franz",https://www.goodreads.com/book/show/485894.The_Metamorphosis,1915,NA,NA,201,5,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]",Classics; Fiction; Fantasy; Philosophy; Short Stories; Literature; Horror; ...more,English
La bodega,"Gordon, Noah",https://www.goodreads.com/book/show/2400955.La_bodega,"Jun 30, 2006",NA,NA,382,2,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]",Historical Fiction; Fiction; Spain; Historical; Novels; Drama; Wine; ...more,Spanish; Castilian
"The Wise Man's Fear (The Kingkiller Chronicle, #2)","Rothfuss, Patrick",https://www.goodreads.com/book/show/1215032.The_Wise_Man_s_Fear,"Mar 01, 2011",NA,NA,994,4,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""October 29, 2013"",""page"":null,""percent"":null,""event"":""shelved-as""},{""date"":""October 29, 2013"",""page"":null,""percent"":null,""event"":""shelved""}]",Fantasy; Fiction; Epic Fantasy; High Fantasy; Audiobook; Magic; Science Fiction Fantasy; ...more,English
Anna Karenina,"Tolstoy, Leo",https://www.goodreads.com/book/show/152.Anna_Karenina,1878,NA,NA,960,5,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]",Classics; Fiction; Romance; Russia; Historical Fiction; Russian Literature; Literature; ...more,English
El fin del mundo y un despiadado país de las maravillas,"Murakami, Haruki",https://www.goodreads.com/book/show/7060782-el-fin-del-mundo-y-un-despiadado-pa-s-de-las-maravillas,"Jun 15, 1985",NA,NA,488,5,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 20, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]",Fiction; Fantasy; Magical Realism; Japan; Japanese Literature; Science Fiction; Contemporary; ...more,Spanish; Castilian
"Napoleon's Pyramids (Ethan Gage, #1)","Dietrich, William",https://www.goodreads.com/book/show/189568.Napoleon_s_Pyramids,2007,NA,NA,376,3,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""October 24, 2013"",""page"":null,""percent"":null,""event"":""shelved""}]",Historical Fiction; Fiction; Adventure; Mystery; Historical; Thriller; Egypt; ...more,English
Waiting for Godot,"Beckett, Samuel",https://www.goodreads.com/book/show/17716.Waiting_for_Godot,1951,NA,NA,109,3,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]",Plays; Classics; Fiction; Drama; Theatre; Literature; Philosophy; ...more,English
"La catedral del mar (La catedral del mar, #1)","Falcones, Ildefonso",https://www.goodreads.com/book/show/54984.La_catedral_del_mar,Mar 2006,NA,NA,670,1,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""March 12, 2014"",""page"":null,""percent"":null,""event"":""shelved""}]",Historical Fiction; Fiction; Historical; Spain; Spanish Literature; Medieval; Novels; ...more,Spanish; Castilian
"The Umbrella Academy, Vol. 1: Apocalypse Suite","Way, Gerard",https://www.goodreads.com/book/show/2795053-the-umbrella-academy-vol-1,"Oct 17, 2007",NA,NA,184,4,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""July 9, 2014"",""page"":null,""percent"":null,""event"":""shelved""}]",Graphic Novels; Comics; Fantasy; Fiction; Science Fiction; Graphic Novels Comics; Superheroes; ...more,English
Handling the Undead,"Ajvide Lindqvist, John",https://www.goodreads.com/book/show/4328472-handling-the-undead,2005,NA,NA,384,4,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]",Horror; Zombies; Fiction; Fantasy; Paranormal; Supernatural; Swedish Literature; ...more,English
"Angela’s Ashes (Frank McCourt, #1)","McCourt, Frank",https://www.goodreads.com/book/show/252577.Angela_s_Ashes,"Sep 05, 1996",NA,NA,452,5,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""April 18, 2017"",""page"":null,""percent"":null,""event"":""shelved""}]",Nonfiction; Memoir; Biography; Classics; Ireland; Autobiography; Biography Memoir; ...more,English
The Glass Castle,"Walls, Jeannette",https://www.goodreads.com/book/show/7445.The_Glass_Castle,"Mar 01, 2005",NA,NA,288,4,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]",Nonfiction; Memoir; Book Club; Biography; Biography Memoir; Audiobook; Autobiography; ...more,English
Tokio Blues: Norwegian Wood,"Murakami, Haruki",https://www.goodreads.com/book/show/3421809-tokio-blues,"Sep 04, 1987",NA,NA,384,4,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 20, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]",Fiction; Romance; Japan; Japanese Literature; Contemporary; Classics; Novels; ...more,Spanish; Castilian
"The Two Towers (The Lord of the Rings, #2)","Tolkien, J.R.R.",https://www.goodreads.com/book/show/15241.The_Two_Towers,"Nov 11, 1954",NA,NA,322,4,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]",Fantasy; Fiction; Classics; Adventure; Audiobook; High Fantasy; Epic Fantasy; ...more,English
"The Return of the King (The Lord of the Rings, #3)","Tolkien, J.R.R.",https://www.goodreads.com/book/show/18512.The_Return_of_the_King,"Oct 20, 1955",NA,NA,404,4,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]",Fantasy; Fiction; Classics; Adventure; High Fantasy; Audiobook; Epic Fantasy; ...more,English
Perfume: The Story of a Murderer,"Süskind, Patrick",https://www.goodreads.com/book/show/343.Perfume,"Feb 26, 1985",NA,NA,263,4,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]",Fiction; Classics; Historical Fiction; Horror; Thriller; Mystery; Crime; ...more,English
The Historian,"Kostova, Elizabeth",https://www.goodreads.com/book/show/10692.The_Historian,"Jun 14, 2005",NA,NA,704,2,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]",Historical Fiction; Fiction; Fantasy; Horror; Vampires; Mystery; Historical; ...more,English
"Drums of Autumn (Outlander, #4)","Gabaldon, Diana",https://www.goodreads.com/book/show/10988.Drums_of_Autumn,"Dec 30, 1996",NA,NA,880,2,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""February 8, 2015"",""page"":null,""percent"":null,""event"":""shelved""}]",Historical Fiction; Romance; Fantasy; Fiction; Time Travel; Historical; Outlander; ...more,English
"All Together Dead (Sookie Stackhouse, #7)","Harris, Charlaine",https://www.goodreads.com/book/show/140075.All_Together_Dead,"May 01, 2007",NA,NA,336,2,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""October 8, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]",Fantasy; Vampires; Paranormal; Urban Fantasy; Romance; Fiction; Mystery; ...more,English
Dr. Jekyll and Mr. Hyde,"Stevenson, Robert Louis",https://www.goodreads.com/book/show/51496.Dr_Jekyll_and_Mr_Hyde,1886,NA,NA,139,3,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]",Classics; Horror; Fiction; Gothic; Mystery; Science Fiction; Fantasy; ...more,English
Dracula,"Stoker, Bram",https://www.goodreads.com/book/show/17245.Dracula,"May 26, 1897",NA,NA,488,4,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]",Classics; Horror; Fiction; Fantasy; Gothic; Vampires; Audiobook; ...more,English
"The Fellowship of the Ring (The Lord of the Rings, #1)","Tolkien, J.R.R.",https://www.goodreads.com/book/show/34.The_Fellowship_of_the_Ring,"Jul 29, 1954",NA,NA,398,4,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]",Fantasy; Classics; Fiction; Adventure; Audiobook; High Fantasy; Science Fiction Fantasy; ...more,English
"Twilight (The Twilight Saga, #1)","Meyer, Stephenie",https://www.goodreads.com/book/show/41865.Twilight,"Oct 05, 2005",NA,NA,498,1,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]",Fantasy; Young Adult; Romance; Fiction; Vampires; Paranormal; Paranormal Romance; ...more,English
The Time Machine,"Wells, H.G.",https://www.goodreads.com/book/show/2493.The_Time_Machine,1895,NA,NA,118,2,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]",Classics; Science Fiction; Fiction; Time Travel; Fantasy; Dystopia; Audiobook; ...more,English
El juego del ángel (El cementerio de los libros olvidados #2),"Ruiz Zafón, Carlos",https://www.goodreads.com/book/show/12520360-el-juego-del-ngel,"Apr 17, 2008",NA,NA,667,4,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]",Fiction; Historical Fiction; Mystery; Fantasy; Spain; Magical Realism; Books About Books; ...more,Spanish; Castilian
A Thousand Splendid Suns,"Hosseini, Khaled",https://www.goodreads.com/book/show/128029.A_Thousand_Splendid_Suns,May 2007,NA,NA,372,4,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]",Fiction; Historical Fiction; Book Club; Contemporary; Historical; Classics; Novels; ...more,English
"A Clash of Kings (A Song of Ice and Fire, #2)","Martin, George R.R.",https://www.goodreads.com/book/show/10572.A_Clash_of_Kings,"Nov 16, 1998",NA,NA,1,4,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]",Fantasy; Fiction; Epic Fantasy; High Fantasy; Audiobook; Science Fiction Fantasy; Adult; ...more,English
The Iliad,Homer,https://www.goodreads.com/book/show/1371.The_Iliad,-800,NA,NA,614,4,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]",Classics; Poetry; Fiction; Mythology; Literature; Fantasy; Greek Mythology; ...more,English
The Kite Runner,"Hosseini, Khaled",https://www.goodreads.com/book/show/77203.The_Kite_Runner,"May 29, 2003",NA,NA,371,5,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""June 11, 2014"",""page"":null,""percent"":null,""event"":""shelved""}]",Fiction; Historical Fiction; Classics; Contemporary; Book Club; Novels; Historical; ...more,English
The Stranger,"Camus, Albert",https://www.goodreads.com/book/show/49552.The_Stranger,"May 19, 1942",NA,NA,123,3,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]",Classics; Fiction; Philosophy; France; Literature; Novels; French Literature; ...more,English
"Angels & Demons (Robert Langdon, #1)","Brown, Dan",https://www.goodreads.com/book/show/960.Angels_Demons,May 2000,NA,NA,736,2,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]",Fiction; Mystery; Thriller; Mystery Thriller; Suspense; Adventure; Crime; ...more,English
The Odyssey,Homer,https://www.goodreads.com/book/show/1381.The_Odyssey,-700,NA,NA,541,3,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]",Classics; Fiction; Poetry; Mythology; Fantasy; School; Literature; ...more,English
